                                 The SAS System                                1
                                             Thursday, July  8, 2021 08:19:00 PM

       Obs    gvkey      fyear                   mii                    pi
      5064                1.1100                 .        0.06471
      5065               23.1310                 .        0.00653
      5066               43.3370                 .        0.03666
      5067               -7.4180                0.0000    0.05210
      5068               10.1040                0.0000    0.04649
      5069               10.3670                0.0000    0.06832
      5070               14.6410                0.0000    0.05990
      5071               20.6910                0.0000    0.07285
      5072               27.9050                0.0000    0.09058
      5073               34.1960                0.0000    0.10859
      5074               38.0240                0.0000    0.11861
      5075               14.7210                0.0000    0.08067
      5076               20.2820                0.0000    0.07173
      5077               24.8420                0.0000    0.10410
      5078                5.5900                0.0000    0.12959
      5079               17.0530                0.0000    0.05490
      5080               23.0160                0.0000    0.08784
      5081                4.8470                0.0000    0.01579
      5082               -0.3600                0.0000    0.07381
      5083                8.1130                0.0000    0.08361
      5084               16.3080                0.0000    0.03289
      5085               73.7000                0.0000    0.08471
      5086               32.2390                0.0000    0.20630
      5087               39.5740                0.0000    0.13138
      5088               65.9870                0.0000    0.13486
      5089                1.0630                0.0000    0.09231
      5090               -0.3660                0.0000    0.06392
      5091               16.7630                0.0000    0.13908
      5092               25.4470                0.0000    0.18471
      5093              -10.7050                0.0000    0.17581
      5094                3.2230                0.0000    0.01584
      5095              -11.1630                0.0000    0.03740
      5096                1.3920                0.0000    0.04807
      5097                3.1570                0.0000    0.01204
      5098               19.3560                0.0000    0.02335
      5099              -21.0170                0.0000    0.09636
      5100               69.0350                 .        0.09768
      5101              102.8860                 .        0.11452
      5102              127.7580                 .        0.14765
      5103              155.6480                 .        0.16311
      5104              248.0580                 .        0.16522
      5105              317.6410                 .        0.20666
      5106              289.3120                 .        0.21817
      5107                0.9170                0.0000    0.04144
      5108                0.3230                0.0000    0.10642
      5109               -0.5580                0.0000    0.03602
      5110                8.4250                0.0000    0.14242
      5111                8.1120                0.0000    0.06146
      5112               14.7400                0.0000    0.05901
      5113                5.0790                0.0000    0.10420
      5114               10.3500                0.0000    0.03595
      5115                0.1750                0.0000    0.07405
      5116              -13.5980                0.0000    0.00653
      5117              -41.2200                0.0000    0.05630
      5118              190.7470                0.0000    0.02904
      5119                3.9350                0.0000    0.20572
      5120                2.8910                0.0000    0.23899
      5121                0.4490                0.0000    0.22900
      5122                3.5850                0.0000    0.22628
      5123                5.2070                0.0000    0.18523
      5124                1.8400                0.0000    0.23269
      5125                9.6670                0.0000    0.07175
      5126               -4.8220                0.0000    0.27340
      5127                3.8000                0.0000    0.18385
      5128                0.0680                0.0000    0.26371
      5129               -1.4550                0.0000    0.00653
      5130               31.7190                0.0000    0.03467
      5131               49.8710                0.0000    0.04310
      5132               72.2970                0.0000    0.05516
      5133               21.4460                0.0000    0.26450
      5134               27.2000                0.0000    0.26938
      5135               35.5460                0.0000    0.27018
      5136               42.1050                0.0000    0.27525
      5137               50.6000                0.0000    0.25149
      5138               47.0700                0.0000    0.25302
      5139               76.8530                0.0000    0.20844
      5140                2.2900                0.0000    0.02992
      5141               -0.8650                0.0000    0.01879
      5142               31.2160                0.0000    0.06407
      5143                0.4000                0.0000    0.14433
      5144                0.5750                0.0000    0.15317
      5145                4.1850                1.0800    0.01625
      5146                3.8690               -0.1920    0.01289
      5147                2.5800                0.0000    0.18609
      5148               45.2820                 .        0.10986
      5149               18.1270                 .        0.17390
      5150               25.8520                 .        0.07010
      5151               54.9400                0.0000    0.22107
      5152               57.0860                0.0000    0.22259
      5153               94.5360                0.0000    0.19474
      5154               81.3300                0.0000    0.25865
      5155               99.6610                0.0000    0.18522
      5156              140.7200                0.0000    0.19421
      5157               -4.9800                0.0000    0.08328
      5158               16.6100                0.0000    0.17355
      5159               17.9360                0.0000    0.24011
      5160               19.2020                 .        0.20713
      5161                8.9220                 .        0.19552
      5162                4.7500                0.0000    0.10809
      5163                4.8770                0.0000    0.06471
      5164                3.7710                0.0000    0.07236
      5165               15.1810                0.0000    0.06047
      5166              116.0940                0.0000    0.02111
      5167              131.2270                0.0000    0.09549
      5168              154.6520                0.0000    0.11117
      5169              177.2120                0.0000    0.12176
      5170              155.4420                1.3100    0.13003
      5171              222.9790                4.2360    0.10485
      5172              178.4400                3.1490    0.13402
      5173                0.1790                0.0000    0.04638
      5174                0.9990                0.0000    0.16592
      5175                0.9070                0.0000    0.24789
      5176                0.6700                0.0000    0.21470
      5177                0.0330                0.0000    0.15713
      5178                4.6450                0.0000    0.11584
      5179                5.8800                0.0000    0.12023
      5180                0.0740                0.0000    0.11505
      5181               -4.1030                0.0000    0.07486
      5182                7.0810                0.0000    0.26889
      5183                3.1600                0.0000    0.22280
      5184                6.7540                0.0000    0.06016
      5185                5.4040                0.0000    0.12535
      5186               -4.4330                0.0000    0.09597
      5187               -7.2390                0.0000    0.21074
      5188               12.1500                0.0000    0.25306
      5189                4.2280                0.0000    0.23865
      5190               -3.9380                0.0000    0.07808
      5191                4.0770                0.0000    0.24569
      5192                5.3580                 .        0.20677
      5193               -2.8310                 .        0.07912
      5194               19.8900                0.0000    0.50157
      5195              126.8000                0.0000    0.02460
      5196              185.5000                0.0000    0.05753
      5197              -13.0270                0.0000    0.03222
      5198                3.1410                0.0000    0.03607
      5199                3.1780                0.3450    0.02146
      5200              -10.9130               -0.1380    0.03407
      5201               59.0150                0.0000    0.12514
      5202               77.9150                0.0000    0.07977
      5203              116.2600                0.0000    0.08811
      5204              122.1030                0.0000    0.13445
      5205              160.2610                0.0000    0.07876
      5206              171.0200                0.0000    0.07202
      5207              120.7020                0.0000    0.07828
      5208               16.0460                0.0000    0.42008
      5209               17.4170                0.0000    0.43141
      5210               18.9730                0.0000    0.43352
      5211               20.1610                0.0000    0.44466
      5212               15.8780                0.0640    0.44766
      5213               20.3150                0.0340    0.34771
      5214               22.6320                0.0390    0.44241
      5215                3.7640                0.0000    0.20471
      5216                4.5700                0.0000    0.31931
      5217                2.9680                0.0000    0.33085
      5218                5.0850                0.0000    0.19899
      5219                4.7030                0.0000    0.30847
      5220                4.1960                0.0000    0.26198
      5221                1.7140                0.0000    0.23755
      5222               26.8870                0.0340    0.10000
      5223               23.2170                0.0130    0.09205
      5224               32.4430                0.0000    0.06895
      5225               15.7170                0.0000    0.16531
      5226               -4.3120                0.0000    0.16606
      5227               46.2060                0.0000    0.45083
      5228               54.4320                0.0000    0.48354
      5229               67.3360                0.0000    0.41732
      5230               86.1230                0.0000    0.37757
      5231              106.4790                0.0000    0.37743
      5232              131.4300                0.0000    0.37371
      5233              113.6340                0.0000    0.36453
      5234                0.3380                0.0000    0.17333
      5235               -5.2240                0.0000    0.01329
      5236               59.8550                0.0000    0.24640
      5237              190.4570                0.0000    0.27541
      5238              207.5350                0.0000    0.50157
      5239              269.9150                0.0000    0.42607
      5240              297.1540                0.0000    0.40715
      5241              425.1810                0.0000    0.33168
      5242              504.9880                0.0000    0.35849
      5243                0.6180                0.0000    0.09965
      5244               -1.0440                0.0000    0.22203
      5245              146.9270                0.0000    0.15206
      5246               47.0100                0.0000    0.20575
      5247              -44.6110                0.0000    0.06162
      5248                3.5120                0.0000    0.16293
      5249                2.8440                0.0000    0.03485
      5250                7.6860                0.0000    0.08300
      5251               10.6390                0.0000    0.15352
      5252                3.5060                0.0000    0.15473
      5253              -32.2250                0.0000    0.04062
      5254               13.5390                1.3190    0.10066
      5255               15.4560                1.6780    0.13444
      5256               97.3330                0.0000    0.30611
      5257              102.1620                0.0000    0.29222
      5258               48.3620                0.0000    0.27744
      5259              118.3350                0.0000    0.12669
      5260              128.3860                0.0000    0.28837
      5261              139.5630                0.0000    0.27544
      5262              137.8910                0.0000    0.17041
      5263              169.1370                0.0000    0.29672
      5264              229.5710                0.0000    0.22646
      5265              233.7430                0.0000    0.26529
      5266              335.4930                0.0000    0.22850
      5267              744.0140                0.0000    0.26491
      5268              -13.0030                0.0000    0.43210
      5269              255.7000              124.4000    0.07778
      5270              155.7000               14.1000    0.03238
      5271              -80.4830                0.0000    0.01978
      5272               -3.2100                0.0000    0.10335
      5273               23.3170                0.0000    0.20766
      5274                1.0210                0.0000    0.21280
      5275               10.6570                0.0000    0.44707
      5276                7.0550                0.0000    0.36854
      5277                3.1300                0.0000    0.18318
      5278               -5.6850                0.0000    0.07656
      5279               15.3340               -0.8620    0.01502
      5280               18.5350                 .        0.12005
      5281               25.1580                 .        0.27067
      5282               33.7880                 .        0.22666
      5283                3.8640                 .        0.20591
      5284               38.4560                 .        0.01508
      5285                8.5760                 .        0.11492
      5286               55.9080                 .        0.02471
      5287               68.5290                0.0000    0.15196
      5288              101.9470                0.0000    0.15707
      5289               88.1850                0.0000    0.17796
      5290              119.5750                0.0000    0.11834
      5291               68.2440                 .        0.09385
      5292               64.4570                 .        0.10865
      5293               73.8130                 .        0.08502
      5294               52.1500                0.0000    0.09055
      5295              150.1530                0.0000    0.06906
      5296              275.0400                0.0000    0.06623
      5297               49.8230                 .        0.13168
      5298               61.3750                 .        0.14280
      5299               48.0820                 .        0.16275
      5300               37.9890                0.0000    0.11700
      5301                1.4800                 .        0.07798
      5302               36.7530                 .        0.00653
      5303               15.7870                 .        0.06700
      5304                5.6710                0.0000    0.27069
      5305               10.3980                0.0000    0.15820
      5306                2.0020                0.0000    0.15639
      5307                0.8310                 .        0.10273
      5308                2.4520                 .        0.00750
      5309               -5.8270                 .        0.02065
      5310              -18.1510                0.0000    0.01662
      5311               10.9250                0.0000    0.09015
      5312               34.3400                0.0000    0.01704
      5313               35.2320                0.0000    0.05113
      5314                2.8980                0.0000    0.40723
      5315                2.7500                 .        0.35168
      5316              383.0000                0.0000    0.15579
      5317              747.0000                0.0000    0.20470
      5318             1368.0000                0.0000    0.29060
      5319             2084.0000                0.0000    0.37681
      5320             2451.0000                0.0000    0.37398
      5321             3194.0000                0.0000    0.26717
      5322             1731.0000                0.0000    0.25648
      5323                1.0500                0.0000    0.15574
      5324                1.3390                0.0000    0.19537
      5325               -0.2660                0.1420    0.24746
      5326                5.3630                0.6030    0.24843
      5327                4.5860                0.8340    0.16047
      5328               -0.4530                0.6360    0.12496
      5329              -56.6320                0.0000    0.03058
      5330               76.2740               -0.1210    0.28377
      5331             -268.8670               -1.1060    0.19356
      5332                0.2770                0.0000    0.05808
      5333                0.6480                0.0000    0.00898
      5334                3.3870                 .        0.09783
      5335                6.0200                 .        0.16153
      5336                9.9840                0.0000    0.17567
      5337                9.5880                0.0000    0.20235
      5338              104.5650                 .        0.50157
      5339              138.9790                 .        0.34185
      5340              177.7920                 .        0.32678
      5341              216.1560                0.3490    0.31047
      5342              292.5170                0.0000    0.28522
      5343              233.3110                0.0000    0.29563
      5344              158.5530                0.0000    0.19250
      5345               15.0340                0.0000    0.10365
      5346               15.9050                0.0000    0.14187
      5347               15.4410                0.0000    0.12781
      5348               13.1810                0.0000    0.10520
      5349                1.5070                0.0000    0.04928
      5350                2.0310                0.0000    0.02327
      5351                3.0300                0.0000    0.02976
      5352                6.3630                0.0000    0.04338
      5353                3.2180                0.0000    0.05517
      5354                1.3560                0.0000    0.03668
      5355                1.2100                0.0000    0.02338
      5356                0.7310                0.0000    0.10179
      5357               -2.0080                0.0000    0.05926
      5358              125.0650                0.0000    0.34373
      5359              144.6600                0.0000    0.39723
      5360             -121.1330                0.0000    0.35091
      5361              114.2900                0.0000    0.15316
      5362              341.5900                0.0000    0.15636
      5363              209.3770                0.0000    0.23353
      5364              263.4140                0.0000    0.08070
      5365              388.7270                 .        0.09208
      5366              413.8870                 .        0.10959
      5367                5.7330                0.0000    0.19160
      5368                2.6540                0.0000    0.04011
      5369               30.8220                0.0810    0.01763
      5370              -24.7260               -5.8910    0.18043
      5371                1.2040                0.0000    0.13221
      5372                1.3310                0.0000    0.06856
      5373                1.5820                0.0000    0.07925
      5374                2.1570                0.0000    0.09968
      5375                1.2860                0.0000    0.11986
      5376                1.2110                0.0000    0.06551
      5377               31.8820                 .        0.20947
      5378               31.4830                0.0000    0.11764
      5379              163.0350                0.0000    0.26154
      5380              237.0740                0.0000    0.29353
      5381              272.0020                0.0000    0.32646
      5382              477.9160                0.0000    0.25996
      5383               83.3360                0.0000    0.22998
      5384               -2.3570                0.0000    0.06910
      5385                3.0070                0.0000    0.01312
      5386               -1.1650                0.0000    0.05262
      5387               -0.5870                0.0000    0.07318
      5388               74.8240                0.0000    0.12801
      5389              108.9190                0.0000    0.09048
      5390               83.3980                0.0000    0.12808
      5391               84.6940                0.0000    0.08712
      5392               14.6170                0.0000    0.03473
      5393               22.7990                0.0000    0.06104
      5394               33.5360                0.0000    0.09636
      5395               55.4330                8.4850    0.13629
      5396               82.2770               25.2680    0.12426
      5397               88.6980               26.5920    0.10584
      5398               89.3400               27.1050    0.10252
      5399                2.4480                0.0000    0.17017
      5400                2.5270                0.0000    0.17492
      5401                6.5310                0.0000    0.09938
      5402               10.4870                0.0000    0.18508
      5403              237.0000                 .        0.14718
      5404             -147.0000                 .        0.11724
      5405               15.1000                0.0000    0.04690
      5406               28.1000                0.0000    0.04704
      5407               46.4000                0.0000    0.08189
      5408               15.2000                0.0000    0.11416
      5409                5.6120                0.0000    0.17342
      5410               -5.6240                0.0000    0.03254
      5411             -105.6900                0.0000    0.01875
      5412               -4.8790                0.0000    0.01502
      5413               18.8270                0.0000    0.14947
      5414               -0.4310                0.0000    0.03189
      5415               25.6220                0.0000    0.06705
      5416               59.2990                0.0000    0.06629
      5417              121.3410                0.0000    0.10156
      5418              -75.7920                0.0000    0.15238
      5419                2.1000                0.0000    0.07019
      5420                0.2020                0.0000    0.10969
      5421               -0.7500                0.0000    0.00810
      5422               23.5960                 .        0.03761
      5423               26.3070                 .        0.01987
      5424               17.0860                0.0000    0.19919
      5425               23.9400                0.0000    0.19583
      5426               29.9290                0.0000    0.26181
      5427               34.6320                0.0000    0.29227
      5428               18.1890                0.0000    0.31934
      5429               19.1430                0.0000    0.17381
      5430               11.4010                0.0000    0.19513
      5431                3.1000                0.0000    0.06933
      5432                5.7740                0.0000    0.06443
      5433               15.1970                0.0000    0.06689
      5434                0.6150                0.0000    0.17958
      5435                0.6520                 .        0.19737
      5436               -0.9320                0.0000    0.17665
      5437             -576.7470                0.0000    0.01950
      5438              411.0000                0.0000    0.07240
      5439                0.6820                 .        0.10231
      5440                0.9850                 .        0.18814
      5441                1.1770                 .        0.21766
      5442                1.3060                 .        0.20484
      5443                1.0700                0.0000    0.19906
      5444                1.4530                0.0000    0.10947
      5445                1.8120                0.0000    0.11078
      5446               11.2110                0.0000    0.09229
      5447               -1.7030                0.0000    0.08810
      5448               -2.7610                0.0000    0.02735
      5449               72.4000                0.0000    0.09084
      5450              111.5000                0.0000    0.08337
      5451             -251.9000                0.0000    0.11939
      5452              632.0000               14.0000    0.24119
      5453              200.0000                4.0000    0.28953
      5454              473.0000               17.0000    0.06664
      5455               89.0000                 .        0.18862
      5456                9.5770                0.0000    0.03781
      5457                8.7700                0.0000    0.09527
      5458               14.6980                0.0000    0.08223
      5459               -0.0330                0.0000    0.24570
      5460               52.4730                7.0880    0.03229
      5461               42.5240                0.0000    0.20780
      5462               44.6640                0.0000    0.20273
      5463               -0.2180                0.0000    0.00653
      5464              -14.7850                0.0000    0.25379
      5465              175.5570                0.0000    0.03783
      5466              -83.0910                0.0000    0.06239
      5467              894.8530                 .        0.14498
      5468               19.9530                 .        0.05520
      5469              100.5900                0.0000    0.14925
      5470               71.0430                0.0000    0.16670
      5471               78.8540                0.0000    0.16971
      5472               84.5040                0.0000    0.15021
      5473               87.6630                 .        0.14287
      5474               87.2250                 .        0.13539
      5475              101.0260                 .        0.12162
      5476               53.4310                 .        0.13493
      5477               25.3670                0.1550    0.14607
      5478               39.2960                0.4980    0.16816
      5479                4.2790                0.3150    0.14721
      5480              -36.3310               -0.3790    0.01270
      5481               21.3090                0.0000    0.14379
      5482               46.3070                0.0000    0.05203
      5483               81.4230                0.0000    0.07606
      5484               28.1280                0.0000    0.13104
      5485                8.3470                0.0000    0.09229
      5486               -5.9480                0.0000    0.17701
      5487               25.9400                0.0000    0.09949
      5488               18.2840                 .        0.14164
      5489              244.6230                0.0000    0.41709
      5490              339.7000                0.0000    0.29810
      5491                1.3070                0.0000    0.12514
      5492                1.1950                0.0000    0.15232
      5493                1.3330                0.0000    0.12160
      5494                1.8880                0.0000    0.12985
      5495                0.7600                0.0000    0.18465
      5496                1.0280                0.0000    0.05891
      5497                1.9860                0.0000    0.07030
      5498              119.4380                0.0000    0.09175
      5499              126.3260                0.0000    0.09279
      5500               -1.1280                0.0000    0.09328
      5501               17.1870                0.0000    0.05001
      5502                2.3410                0.0000    0.18053
      5503                9.6480                0.0000    0.30619
      5504               12.5920                0.0000    0.31701
      5505                7.1630                0.0000    0.05472
      5506               10.5210                0.0000    0.09300
      5507                9.8140                0.0000    0.10637
      5508                8.6280                0.0000    0.07621
      5509               -5.0340                0.0000    0.05826
      5510              470.5000                0.0000    0.15212
      5511              539.2000                0.0000    0.18032
      5512              333.8000                 .        0.19510
      5513              325.8000                 .        0.11972
      5514                0.3700                0.0000    0.09782
      5515                0.8210                0.0000    0.07741
      5516                0.9420                0.0000    0.14568
      5517                0.8590               -0.0340    0.07012
      5518               38.2900                 .        0.11919
      5519               44.2000                 .        0.09899
      5520               38.3220                0.0000    0.01588
      5521               68.9950                0.0000    0.12120
      5522               90.1660                0.0000    0.21063
      5523               95.2100                0.0000    0.23980
      5524               81.5420                0.0000    0.21935
      5525              174.5470                0.0000    0.13050
      5526                9.8460                0.0000    0.20580
      5527                0.7660                0.0000    0.09344
      5528                0.2000                0.0000    0.04868
      5529               18.5310                0.0000    0.11885
      5530               19.5350                0.0000    0.10098
      5531               20.1930                0.0000    0.08171
      5532                0.7330                0.0000    0.08967
      5533               16.1120                0.2660    0.13387
      5534                8.5220                0.0000    0.30895
      5535               75.9530               33.7130    0.06056
      5536              100.3270               17.1620    0.03084
      5537              -69.8120                0.0000    0.04842
      5538               62.2590                0.0950    0.20853
      5539               81.1720                0.1120    0.18318
      5540                1.4440                0.0000    0.07169
      5541                5.8830                0.0000    0.02300
      5542                9.6950                0.0000    0.09261
      5543               11.4160                0.0000    0.12647
      5544               18.2810                0.0000    0.11902
      5545               10.4000                0.0000    0.16025
      5546                4.0460                0.0000    0.04744
      5547               10.9070                0.0000    0.01467
      5548                1.7930                 .        0.05199
      5549                3.3940                0.0000    0.22532
      5550                2.1310                0.0000    0.18873
      5551               -2.9120                0.0000    0.09804
      5552                8.8590                0.0000    0.22707
      5553                3.6570                0.0000    0.27404
      5554               -1.9000                0.0000    0.09650
      5555                1.5280                0.0000    0.20044
      5556                1.9410                0.0000    0.21794
      5557                0.6500                0.0000    0.24685
      5558                0.1470                0.0000    0.06763
      5559               -1.1230                0.0000    0.01361
      5560               37.6130                0.0000    0.26815
      5561               58.3260                0.0000    0.24047
      5562               27.3020                0.0000    0.25190
      5563               42.8800                0.0000    0.10712
      5564              100.2180                0.0000    0.15239
      5565                2.4220                0.0000    0.04345
      5566               -8.2160                0.0000    0.01570
      5567             -217.0600               -0.6110    0.28674
      5568               93.4550                1.4090    0.15370
      5569              105.5940                1.6290    0.17572
      5570              142.8580                2.5660    0.18333
      5571              153.9930                2.3260    0.23357
      5572              195.6400                1.5190    0.24390
      5573               -5.6480                 .        0.02573
      5574                1.2830                0.0000    0.03287
      5575                0.8210                0.0000    0.03384
      5576                5.9600                 .        0.15572
      5577                7.6490                0.0000    0.02160
      5578                4.5430                0.0000    0.02817
      5579               -6.1980                0.0000    0.01668
      5580                1.0780                0.0000    0.02219
      5581               13.2020                0.0000    0.00653
      5582              -24.6260                0.0000    0.06809
      5583              184.0540                0.0000    0.08382
      5584              163.4700                0.0000    0.08293
      5585              633.5570                0.0000    0.20171
      5586              631.4450                0.0000    0.22580
      5587               71.7590               15.9020    0.06807
      5588               42.6840               17.4480    0.02570
      5589              250.6500               18.4730    0.01186
      5590               87.4980               16.4250    0.10952
      5591              110.6170               18.1840    0.03317
      5592              215.3900               21.4950    0.04233
      5593               63.2450                0.0000    0.23962
      5594               67.6780                0.0000    0.23605
      5595               85.7080                0.0000    0.18135
      5596               62.2920                0.0000    0.19206
      5597              -74.4700                0.0000    0.12096
      5598             -173.9660                0.0000    0.23695
      5599               -0.3640                0.0000    0.16483
      5600               20.1120                 .        0.02901
      5601               45.3260                 .        0.19993
      5602               60.7250                 .        0.21459
      5603               71.8010                0.0000    0.20768
      5604               80.4090                0.0000    0.20764
      5605               85.7350                0.0000    0.18102
      5606               99.9380                0.0000    0.17990
      5607              103.8770                0.0000    0.21870
      5608               29.3660                0.0000    0.26460
      5609               16.8050                0.0000    0.25669
      5610              -15.6990                0.0000    0.13130
      5611                7.9790                0.0000    0.05919
      5612               59.5520                0.3040    0.26248
      5613              169.8140                0.4210    0.14359
      5614              -13.4300                1.8150    0.16177
      5615                3.6290                0.0000    0.08260
      5616              120.4940                0.0000    0.12289
      5617              173.0770                0.0000    0.14116
      5618              238.4070                0.0000    0.14465
      5619              298.9830                0.0000    0.14429
      5620              432.3000                0.0000    0.14027
      5621              739.5000                0.0000    0.11933
      5622               -2.1250                0.1020    0.03443
      5623               12.4940                0.0000    0.06928
      5624              -14.5620                0.5690    0.03470
      5625               32.3640                0.0000    0.15351
      5626               83.1800                 .        0.02811
      5627              224.4660                 .        0.04286
      5628             -496.8090                 .        0.08465
      5629               14.0070                0.0000    0.17891
      5630              -29.3580                0.0000    0.30531
      5631                2.5250                0.0000    0.21326
      5632                1.0200                0.0000    0.27020
      5633                1.0760                0.0000    0.09851
      5634                0.7460                0.0000    0.07315
      5635               -3.2740                0.0000    0.04071
      5636                0.8320                0.0000    0.11442
      5637                0.1620                0.0000    0.14291
      5638                1.9400                0.0000    0.22195
      5639                4.5990               -0.0640    0.18503
      5640                6.5030               -0.0240    0.21875
      5641                1.3730                0.0000    0.21100
      5642                1.2350                0.0000    0.27342
      5643                0.3640                0.0000    0.21629
      5644               -0.2980                0.0000    0.05825
      5645                2.4850                0.0000    0.15020
      5646               27.6230                 .        0.07304
      5647               48.4130                 .        0.04941
      5648              -14.4950                 .        0.07306
      5649                4.0650                0.0000    0.18443
      5650                7.4010                0.0000    0.40996
      5651                8.8440                0.0000    0.50157
      5652               -0.0800                0.0000    0.44378
      5653               28.0920                0.0000    0.14684
      5654               28.8260                0.0000    0.12769
      5655               31.9130                0.0000    0.12151
      5656               11.4260                0.2630    0.03652
      5657              -31.4560                0.6420    0.04256
      5658               -5.6350                0.0000    0.07029
      5659                2.2040                0.0000    0.15136
      5660                2.1030                0.0000    0.12956
      5661                6.6030                0.0000    0.08963
      5662                2.9950                0.0000    0.21053
      5663                4.3580                0.0000    0.09542
      5664                2.6680                0.0000    0.36464
      5665                3.1780                0.0000    0.43698
      5666                3.8210                0.0000    0.39383
      5667                3.9390                0.0000    0.37284
      5668                3.6080                0.0000    0.38373
      5669                4.0060                0.0000    0.34677
      5670                1.7070                0.0000    0.32596
      5671               14.7290                 .        0.18817
      5672               17.1350                 .        0.09282
      5673                7.4320                 .        0.10376
      5674               11.3710                0.0000    0.02046
      5675               28.1830                0.0000    0.03726
      5676               25.1000                0.0000    0.08687
      5677               -3.7260                0.0000    0.05841
      5678               11.3370                0.0000    0.03068
      5679               20.1080                0.0000    0.02108
      5680                3.8130                0.0000    0.04452
      5681                5.4040                0.0000    0.07134
      5682                4.5840                0.0000    0.08047
      5683                1.2540                 .        0.05448
      5684                4.1900                 .        0.01314
      5685                1.9820                 .        0.04281
      5686               -0.4280                 .        0.01957
      5687                0.7200                0.0000    0.16660
      5688                2.5340                0.0000    0.09461
      5689                2.9920                0.0000    0.27718
      5690                1.4570                0.0000    0.26450
      5691                0.6990                0.0000    0.11602
      5692                3.7860                0.0000    0.05319
      5693                5.8670                0.0000    0.25690
      5694                1.5130                 .        0.17703
      5695                0.2190                 .        0.04814
      5696               -2.9080                 .        0.00653
      5697               -5.3060                 .        0.02931
      5698                0.0610                0.0000    0.00653
      5699               -0.3240                0.0000    0.00654
      5700                7.4010                0.0640    0.22394
      5701               -0.9970               -0.0560    0.18495
      5702                0.1630                0.0000    0.07253
      5703                0.3730                0.0000    0.01166
      5704               -0.5680                0.0000    0.02692
      5705                5.6410                0.3160    0.15294
      5706               -6.5770                0.0000    0.08218
      5707                0.3700                0.0000    0.03787
      5708                0.7340                0.0000    0.08384
      5709                0.7390               -0.0120    0.10922
      5710                0.7280                0.0700    0.08579
      5711                8.1790                0.0000    0.23140
      5712               -3.2830                0.0000    0.18634
      5713                1.2620                0.0000    0.00653
      5714              151.5830               12.0960    0.07101
      5715              172.1100                5.8970    0.08267
      5716              183.6480                7.3800    0.09206
      5717              203.3060                6.9890    0.08859
      5718              359.5830               11.1660    0.07420
      5719               17.8390               13.7680    0.08653
      5720              348.3430               12.6160    0.00653
      5721              679.0460                 .        0.50157
      5722             1464.8250                 .        0.48314
      5723             1888.8720                 .        0.50157
      5724             2302.4660                 .        0.41595
      5725             3316.0000                 .        0.32048
      5726             4343.0000                 .        0.28052
      5727             -874.0000                 .        0.18250
      5728              422.5000                0.0000    0.23624
      5729              137.7000                0.0000    0.21083
      5730              210.2000                0.0000    0.07130
      5731                0.2950                0.0000    0.26327
      5732              -15.6090                0.0000    0.00653
      5733                8.7950                 .        0.14946
      5734               11.1590                0.0000    0.11908
      5735                9.2010                0.0000    0.11285
      5736               10.6360                0.0000    0.07648
      5737                0.8110                0.0000    0.03097
      5738               -0.7690                0.0000    0.01380
      5739               -8.7690                0.0000    0.05532
      5740               45.7820                0.0000    0.12624
      5741               55.3020                0.0000    0.12947
      5742               72.2640                0.0000    0.26535
      5743               89.6400                0.0000    0.26986
      5744               20.2100                0.0000    0.28281
      5745                9.8830                0.0000    0.50157
